HR_clean,RA_deg,DEC_deg,Vmag
572,74.321668,53.75210262,4.431259822845459
573,12.1706003,7.58508166,4.431549835205078
574,28.41142963,-46.30266629,4.434020047187805
575,182.02176936,-50.66127675,4.434660172462463
576,335.89009757,52.22904846,4.437239813804626
577,124.63880469,-36.65928895,4.438400058746338
578,56.53556566,-12.10159007,4.4389399147033695
579,64.12095133,-59.30215392,4.440329899787903
580,25.35789226,5.48760831,4.440749893188476
581,99.47258804,-18.23747545,4.440970120429992
582,78.30782339,-12.94129312,4.4436300039291385
583,78.07460084,-11.86920905,4.445449872016907
584,70.14046987,-41.86375152,4.4474101066589355
585,129.68932288,3.34143606,4.447940139770508
586,292.17637095,24.66490581,4.450520148277283
587,293.52230415,7.37894182,4.451440229415893
588,3.66006788,-18.93286794,4.452240209579468
589,97.04253279,-32.58007046,4.452559871673584
590,158.89708031,-57.55763043,4.453219747543335
591,82.69607778,5.94814616,4.4534001588821415
592,135.02253235,-41.25360954,4.454920063018799
593,220.28722647,13.7283469,4.456620244979859
594,169.16541928,-3.65160365,4.456660251617432
595,288.88754691,73.3554735,4.458539938926696
596,118.16102426,-38.86281541,4.462280206680298
597,143.70597897,52.05147831,4.463769941329956
598,42.27257987,-32.40589655,4.464560041427612
599,311.93432317,-5.02769968,4.4649300241470335
600,218.67007062,29.74512688,4.46679991722107
601,233.78503305,-41.16678306,4.467380228042603
602,141.16357534,26.18232599,4.468319964408875
603,50.08483464,29.0484644,4.469079937934875
